2	8.66
4	-21.91
6	-91.73
8	-200.78
10	-349.08
12	-536.61
14	-763.39
16	-1029.41
18	-1334.66
20	-1679.16
22	-2062.89
24	-2485.87
26	-2948.08
28	-3449.54
30	-3990.24
32	-4570.17
34	-5189.35
36	-5847.76
38	-6545.42
40	-7282.31
42	-8058.45
44	-8873.82
46	-9728.44
48	-10622.3
50	-11555.39
52	-12527.73
54	-13539.3
56	-14590.12
58	-15680.17
60	-16809.47
62	-17978.01
64	-19185.78
66	-20432.8
68	-21719.05
70	-23044.55
72	-24409.28
74	-25813.26
76	-27256.48
78	-28738.93
80	-30260.63
82	-31821.56
84	-33421.74
86	-35061.15
88	-36739.81
90	-38457.71
92	-40214.84
94	-42011.22
96	-43846.83
98	-45721.69
100	-47635.78
102	-49589.12
104	-51581.7
106	-53613.51
108	-55684.57
110	-57794.86
112	-59944.4
114	-62133.17
116	-64361.19
118	-66628.44
120	-68934.94
122	-71280.68
124	-73665.65
126	-76089.87
128	-78553.32
130	-81056.02
132	-83597.95
134	-86179.13
136	-88799.55
138	-91459.2
140	-94158.1
142	-96896.23
144	-99673.61
146	-102490.22
148	-105346.08
150	-108241.18
152	-111175.51
154	-114149.09
156	-117161.9
158	-120213.96
160	-123305.25
162	-126435.79
164	-129605.57
166	-132814.58
168	-136062.84
170	-139350.33
172	-142677.07
174	-146043.04
176	-149448.26
178	-152892.72
180	-156376.41
182	-159899.35
184	-163461.52
186	-167062.94
188	-170703.59
190	-174383.49
192	-178102.62
194	-181861
196	-185658.62
198	-189495.47
200	-193371.57
202	-197286.9
204	-201241.48
206	-205235.29
208	-209268.35
210	-213340.65
212	-217452.18
214	-221602.96
216	-225792.97
218	-230022.23
220	-234290.72
222	-238598.46
224	-242945.44
226	-247331.65
228	-251757.11
230	-256221.8
232	-260725.74
234	-265268.91
236	-269851.33
238	-274472.99
240	-279133.88
242	-283834.02
244	-288573.39
246	-293352.01
248	-298169.86
250	-303026.96
