0,1	1,37
0,3	3,8
0,5	5,84
1	9,24
2	8,66
3	-1,72
5	-51,91
10	-349,08
15	-891,49
20	-1679,16
25	-2712,07
30	-3990,24
35	-5513,65
40	-7282,31
45	-9296,23
50	-11555,39
55	-14059,81
60	-16809,47
65	-19804,38
70	-23044,55
75	-26529,96
80	-30260,63
85	-34236,54
90	-38457,71
95	-42924,12
100	-47635,78
105	-52592,7
110	-57794,86
115	-63242,28
120	-68934,94
125	-74872,85
130	-81056,02
135	-87484,43
140	-94158,1
145	-101077,01
150	-108241,18
155	-115650,59
160	-123305,25
165	-131205,17
170	-139350,33
175	-147740,75
180	-156376,41
185	-165257,33
190	-174383,49
195	-183754,9
200	-193371,57
205	-203233,48
210	-213340,65
215	-223693,06
220	-234290,72
225	-245133,64
230	-256221,8
235	-267555,22
240	-279133,88
245	-290957,8
250	-303026,96
255	-315341,37
260	-327901,04
265	-340705,95
270	-353756,12
275	-367051,53
280	-380592,19
285	-394378,11
290	-408409,27
295	-422685,69
300	-437207,35
305	-451974,27
310	-466986,43
315	-482243,84
320	-497746,51
325	-513494,42
330	-529487,59
335	-545726
340	-562209,67
345	-578938,58
350	-595912,74
355	-613132,16
360	-630596,82
365	-648306,74
370	-666261,9
375	-684462,31
380	-702907,98
385	-721598,89
390	-740535,06
395	-759716,47
400	-779143,14
405	-798815,05
410	-818732,21
415	-838894,63
420	-859302,29
425	-879955,21
430	-900853,37
435	-921996,78
440	-943385,45
445	-965019,36
450	-986898,53
455	-1009022,94
460	-1031392,61
465	-1054007,52
470	-1076867,68
475	-1099973,1
480	-1123323,76
485	-1146919,68
490	-1170760,84
495	-1194847,26
500	-1219178,92
505	-1243755,83
510	-1268578
515	-1293645,41
520	-1318958,08
525	-1344515,99
530	-1370319,15
535	-1396367,57
540	-1422661,23
545	-1449200,15
550	-1475984,31
555	-1503013,73
560	-1530288,39
565	-1557808,3
570	-1585573,47
575	-1613583,88
580	-1641839,55
585	-1670340,46
590	-1699086,62
595	-1728078,04
600	-1757314,7
605	-1786796,62
610	-1816523,78
615	-1846496,2
620	-1876713,86
625	-1907176,77
630	-1937884,94
635	-1968838,35
640	-2000037,02
645	-2031480,93
650	-2063170,09
655	-2095104,51
660	-2127284,17
665	-2159709,09
670	-2192379,25
675	-2225294,67
680	-2258455,33
685	-2291861,24
690	-2325512,41
695	-2359408,82
700	-2393550,49
705	-2427937,4
710	-2462569,57
715	-2497446,98
720	-2532569,64
725	-2567937,56
730	-2603550,72
735	-2639409,14
740	-2675512,8
745	-2711861,71
750	-2748455,88
755	-2785295,29
760	-2822379,96
765	-2859709,87
770	-2897285,04
775	-2935105,45
780	-2973171,11
785	-3011482,03
790	-3050038,19
795	-3088839,61
800	-3127886,27
805	-3167178,18
810	-3206715,35
815	-3246497,76
820	-3286525,43
825	-3326798,34
830	-3367316,51
835	-3408079,92
840	-3449088,58
845	-3490342,5
850	-3531841,66
855	-3573586,08
860	-3615575,74
865	-3657810,66
870	-3700290,82
875	-3743016,23
880	-3785986,9
885	-3829202,81
890	-3872663,98
895	-3916370,39
900	-3960322,05
905	-4004518,97
910	-4048961,13
915	-4093648,55
920	-4138581,21
925	-4183759,13
930	-4229182,29
935	-4274850,7
940	-4320764,37
945	-4366923,28
950	-4413327,45
955	-4459976,86
960	-4506871,52
965	-4554011,44
970	-4601396,6
975	-4649027,02
980	-4696902,68
985	-4745023,6
990	-4793389,76
995	-4842001,17
1000	-4890857,84
