0,1	1,37
0,3	3,8
0,5	5,84
1	9,24
2	8,66
3	-1,72
40	-7282,31
80	-30260,63
120	-68934,94
160	-123305,25
200	-193371,57
240	-279133,88
280	-380592,19
320	-497746,51
360	-630596,82
400	-779143,14
440	-943385,45
480	-1123323,76
520	-1318958,08
560	-1530288,39
600	-1757314,7
640	-2000037,02
680	-2258455,33
720	-2532569,64
760	-2822379,96
800	-3127886,27
840	-3449088,58
880	-3785986,9
920	-4138581,21
960	-4506871,52
1000	-4890857,84
1040	-5290540,15
1080	-5705918,47
1120	-6136992,78
1160	-6583763,09
1200	-7046229,41
1240	-7524391,72
1280	-8018250,03
1320	-8527804,35
1360	-9053054,66
1400	-9594000,97
1440	-10150643,29
1480	-10722981,6
1520	-11311015,91
1560	-11914746,23
1600	-12534172,54
1640	-13169294,85
1680	-13820113,17
1720	-14486627,48
1760	-15168837,8
1800	-15866744,11
1840	-16580346,42
1880	-17309644,74
1920	-18054639,05
1960	-18815329,36
2000	-19591715,68
2040	-20383797,99
2080	-21191576,3
2120	-22015050,62
2160	-22854220,93
2200	-23709087,24
2240	-24579649,56
2280	-25465907,87
2320	-26367862,19
2360	-27285512,5
2400	-28218858,81
2440	-29167901,13
2480	-30132639,44
2520	-31113073,75
2560	-32109204,07
2600	-33121030,38
2640	-34148552,69
2680	-35191771,01
2720	-36250685,32
2760	-37325295,63
2800	-38415601,95
2840	-39521604,26
2880	-40643302,57
2920	-41780696,89
2960	-42933787,2
3000	-44102573,52
3040	-45287055,83
3080	-46487234,14
3120	-47703108,46
3160	-48934678,77
3200	-50181945,08
3240	-51444907,4
3280	-52723565,71
3320	-54017920,02
3360	-55327970,34
3400	-56653716,65
3440	-57995158,96
3480	-59352297,28
3520	-60725131,59
3560	-62113661,9
3600	-63517888,22
3640	-64937810,53
3680	-66373428,85
3720	-67824743,16
3760	-69291753,47
3800	-70774459,79
3840	-72272862,1
3880	-73786960,41
3920	-75316754,73
3960	-76862245,04
4000	-78423431,35
4040	-80000313,67
4080	-81592891,98
4120	-83201166,29
4160	-84825136,61
4200	-86464802,92
4240	-88120165,23
4280	-89791223,55
4320	-91477977,86
4360	-93180428,18
4400	-94898574,49
4440	-96632416,8
4480	-98381955,12
4520	-100147189,43
4560	-101928119,74
4600	-103724746,06
4640	-105537068,37
4680	-107365086,68
4720	-109208801
4760	-111068211,31
4800	-112943317,62
4840	-114834119,94
4880	-116740618,25
4920	-118662812,56
4960	-120600702,88
5000	-122554289,19
5040	-124523571,51
5080	-126508549,82
5120	-128509224,13
5160	-130525594,45
5200	-132557660,76
5240	-134605423,07
5280	-136668881,39
5320	-138748035,7
5360	-140842886,01
5400	-142953432,33
5440	-145079674,64
5480	-147221612,95
5520	-149379247,27
5560	-151552577,58
5600	-153741603,9
5640	-155946326,21
5680	-158166744,52
5720	-160402858,84
5760	-162654669,15
5800	-164922175,46
5840	-167205377,78
5880	-169504276,09
5920	-171818870,4
5960	-174149160,72
6000	-176495147,03
6040	-178856829,34
6080	-181234207,66
6120	-183627281,97
6160	-186036052,28
6200	-188460518,6
6240	-190900680,91
6280	-193356539,23
6320	-195828093,54
6360	-198315343,85
6400	-200818290,17
6440	-203336932,48
6480	-205871270,79
6520	-208421305,11
6560	-210987035,42
6600	-213568461,73
6640	-216165584,05
6680	-218778402,36
6720	-221406916,67
6760	-224051126,99
6800	-226711033,3
6840	-229386635,61
6880	-232077933,93
6920	-234784928,24
6960	-237507618,56
7000	-240246004,87
7040	-243000087,18
7080	-245769865,5
7120	-248555339,81
7160	-251356510,12
7200	-254173376,44
7240	-257005938,75
7280	-259854197,06
7320	-262718151,38
7360	-265597801,69
7400	-268493148
7440	-271404190,32
7480	-274330928,63
7520	-277273362,94
7560	-280231493,26
7600	-283205319,57
7640	-286194841,89
7680	-289200060,2
7720	-292220974,51
7760	-295257584,83
7800	-298309891,14
7840	-301377893,45
7880	-304461591,77
7920	-307560986,08
7960	-310676076,39
8000	-313806862,71
8040	-316953345,02
8080	-320115523,33
8120	-323293397,65
8160	-326486967,96
8200	-329696234,27
8240	-332921196,59
8280	-336161854,9
8320	-339418209,22
8360	-342690259,53
8400	-345978005,84
8440	-349281448,16
8480	-352600586,47
8520	-355935420,78
8560	-359285951,1
8600	-362652177,41
8640	-366034099,72
8680	-369431718,04
8720	-372845032,35
8760	-376274042,66
8800	-379718748,98
8840	-383179151,29
8880	-386655249,61
8920	-390147043,92
8960	-393654534,23
9000	-397177720,55
9040	-400716602,86
9080	-404271181,17
9120	-407841455,49
9160	-411427425,8
9200	-415029092,11
9240	-418646454,43
9280	-422279512,74
9320	-425928267,05
9360	-429592717,37
9400	-433272863,68
9440	-436968705,99
9480	-440680244,31
9520	-444407478,62
9560	-448150408,94
9600	-451909035,25
9640	-455683357,56
9680	-459473375,88
9720	-463279090,19
9760	-467100500,5
9800	-470937606,82
9840	-474790409,13
9880	-478658907,44
9920	-482543101,76
9960	-486442992,07
10000	-490358578,38
10040	-494289860,7
10080	-498236839,01
10120	-502199513,32
10160	-506177883,64
10200	-510171949,95
10240	-514181712,27
10280	-518207170,58
10320	-522248324,89
10360	-526305175,21
10400	-530377721,52
10440	-534465963,83
10480	-538569902,15
10520	-542689536,46
10560	-546824866,77
10600	-550975893,09
10640	-555142615,4
10680	-559325033,71
